41Zip Code,Place Name,State,County,Lat,Long
5013693,Three Mile Bay,NY,Jefferson,44.0551,-76.2689
4333882,Winter Haven,FL,Polk,28.0294,-81.7321
4449071,Mattawan,MI,Van Buren,42.2451,-85.7943
4526302,Clarksburg,WV,Harrison,39.2677,-80.3077
4858647,New England,ND,Hettinger,46.5128,-102.8358
4731650,Willacoochee,GA,Atkinson,31.3455,-83.0449
4183537,Kendrick,ID,Latah,46.6286,-116.6049
3658126,Fargo,ND,Cass,46.8772,-96.7898
3946741,Grabill,IN,Allen,41.2108,-84.9406
4058789,Upham,ND,McHenry,48.5816,-100.7323
4130132,Dallas,GA,Paulding,33.9163,-84.8278
3831765,Meigs,GA,Thomas,31.0625,-84.0824
5033474,Boynton Beach,FL,Palm Beach,26.5253,-80.0664
4454722,Augusta,WI,Eau Claire,44.6947,-91.1232
4238371,Sardis,TN,Henderson,35.4386,-88.3058
4174477,Wagoner,OK,Wagoner,35.9636,-95.5139
4476635,Coolidge,TX,Limestone,31.7438,-96.6577
4058733,Des Lacs,ND,Ward,48.2557,-101.5672
4413864,Willseyville,NY,Tioga,42.3029,-76.3897
4238672,Southaven,MS,DeSoto,34.9474,-89.9258
4052046,Farley,IA,Dubuque,42.4451,-91.0083
4453026,Greenbush,WI,Sheboygan,43.7767,-88.084
4497812,Arlington,OR,Gilliam,45.6664,-120.1971
4333946,Placida,FL,Charlotte,26.8323,-82.2648
3860681,Chicago,IL,Cook,41.8119,-87.6873
4692169,San Diego,CA,San Diego,32.7153,-117.1573
4048915,Lansing,MI,Ingham,42.7391,-84.5704
4530293,Woodbury,GA,Meriwether,32.9813,-84.5986
4477704,Beaumont,TX,Jefferson,30.1236,-94.1539
4664014,Blue Springs,MO,Jackson,39.0152,-94.2604
4539404,Hattiesburg,MS,Forrest,31.1721,-89.2948
4757186,Sioux Falls,SD,Minnehaha,43.5424,-96.7312
4385027,Phoenix,AZ,Maricopa,33.6819,-112.0996
4727150,Winston Salem,NC,Forsyth,36.0275,-80.2073
4379786,Toyahvale,TX,Reeves,30.9443,-103.7893
4262852,Keensburg,IL,Wabash,38.3514,-87.8661
5293013,Carpinteria,CA,Santa Barbara,34.4036,-119.5183
3967401,Salina,KS,Saline,38.8237,-97.6421
3955040,Isanti,MN,Isanti,45.4682,-93.2266
3998170,Seattle,WA,King,47.6096,-122.3317
4613485,West Edmeston,NY,Otsego,42.7868,-75.3149
4056009,Alden,MN,Freeborn,43.6466,-93.5823
4795215,Stockton,CA,San Joaquin,37.9551,-121.2041
3928006,Alexis,NC,Gaston,35.4069,-81.0947
4518701,Wilkes Barre,PA,Luzerne,41.2436,-75.885
5133747,Saint Petersburg,FL,Pinellas,27.8918,-82.7248
4099343,Mesa,WA,Franklin,46.5782,-119.1373
4161833,Tilton,IL,Vermilion,40.0964,-87.644
401720,Acton,MA,Middlesex,42.4751,-71.4483
4615012,Belle Vernon,PA,Fayette,40.1588,-79.8122
5999573,Copper Center,AK,Valdez-Cordova (CA),61.977,-145.3297
4097361,Monmouth,OR,Polk,44.8377,-123.2512
4223039,Crozier,VA,Goochland,37.6718,-77.794
4463735,Bell City,MO,Stoddard,37.0116,-89.7984
4335464,Gainesville,AL,Sumter,32.821,-88.1589
4545254,Cincinnati,OH,Hamilton,39.1668,-84.5382
3662312,Barry,IL,Pike,39.7047,-91.0265
3948215,Detroit,MI,Wayne,42.3773,-82.9513
4073747,Isabella,OK,Major,36.2341,-98.3374
4570508,Lafayette,LA,Lafayette,30.1582,-92.0236
4524647,Shortt Gap,VA,Buchanan,37.1573,-81.8729
4728134,Pineville,NC,Mecklenburg,35.0709,-80.8859
4956750,Red Lake Falls,MN,Red Lake,47.8823,-96.2681
4992070,Santa Ysabel,CA,San Diego,33.1476,-116.6963
4165636,Diggins,MO,Webster,37.1726,-92.8543
4822812,Bridgewater,VA,Rockingham,38.3859,-78.9937
3697374,Scio,OR,Linn,44.7168,-122.7684
5192067,Rancho Santa Fe,CA,San Diego,33.005,-117.2157
4232304,Tallahassee,FL,Leon,30.4478,-84.3211
4698850,Rock Island,WA,Douglas,47.3706,-120.1378
3813812,Nichols,NY,Tioga,42.0301,-76.354
4212076,Gilboa,NY,Schoharie,42.4108,-74.4003
4085210,Mesa,AZ,Maricopa,33.3887,-111.8428
4331318,Meldrim,GA,Effingham,32.1499,-81.3722
4732116,Daytona Beach,FL,Volusia,29.1091,-80.9843
4241099,Newport,KY,Campbell,38.9638,-84.3689
4970357,Golden Meadow,LA,Lafourche,29.3821,-90.2639
4361036,Galena,IL,Jo Daviess,42.4182,-90.4195
4340513,Lexington,KY,Fayette,38.0139,-84.5815
4330204,Barnesville,GA,Lamar,33.0457,-84.1515
4597495,Winchester,OR,Douglas,43.2878,-123.3055
4160051,Mchenry,IL,McHenry,42.3542,-88.2294
4580517,Estes Park,CO,Larimer,40.3658,-105.5142
3817304,Aspers,PA,Adams,39.9765,-77.2287
421464,Shirley,MA,Middlesex,42.5734,-71.6483
5056068,Minnesota Lake,MN,Faribault,43.8295,-93.8282
5170011,Metairie,LA,Jefferson Parish,29.9841,-90.1529
5320710,Bladensburg,MD,Prince George's,38.9421,-76.9261
4745830,Columbus Grove,OH,Putnam,40.9137,-84.0705
4737840,Oliver Springs,TN,Morgan,36.0366,-84.3486
4199039,Waverly,WA,Spokane,47.3427,-117.228
4262217,Baldwin,IL,Randolph,38.1754,-89.8414
3867764,Winona,KS,Logan,39.061,-101.2216
4477451,Kendleton,TX,Fort Bend,29.447,-96.0036
4235469,Knoxville,AL,Greene,32.9824,-87.7919
4152043,Elkader,IA,Clayton,42.8496,-91.4143
483827,East Kingston,NH,Rockingham,42.907,-70.9876
4873145,Oklahoma City,OK,Oklahoma,35.4304,-97.3962
4030075,Roswell,GA,Fulton,34.0408,-84.3859
4899749,Kiana,AK,Northwest Arctic,66.975,-160.4228
4791116,Pasadena,CA,Los Angeles,34.1478,-118.1445
4840027,Harrods Creek,KY,Jefferson,38.3297,-85.633
4483624,Grand View,ID,Owyhee,42.9896,-116.0934
467417,Franklin Lakes,NJ,Bergen,41.0081,-74.2113
4310133,New York,NY,New York,40.7808,-73.9772
3884412,Ogden,UT,Weber,41.2553,-111.9567
446050,New Britain,CT,Hartford,41.666,-72.7784
411815,Woburn,MA,Middlesex,42.4793,-71.1523
4128582,Stella,NC,Carteret,34.7777,-77.1308
456021,Colebrook,CT,Litchfield,42.0282,-73.1041
4616801,State College,PA,Centre,40.7925,-77.8523
4729322,Campobello,SC,Spartanburg,35.108,-82.1403
4070646,Hayes,LA,Calcasieu,30.097,-92.9146
3953559,Marshall,WI,Dane,43.1636,-89.0753
5789706,Carson City,NV,Carson City (city),39.2025,-119.7526
4289147,Las Vegas,NV,Clark,36.1128,-115.2801
3930819,Mesena,GA,Warren,33.4599,-82.5901
4329175,Westville,SC,Kershaw,34.4418,-80.6033
3854111,Cecil,WI,Shawano,44.811,-88.4183
4227572,Rougemont,NC,Durham,36.2393,-78.9019
417820,Allamuchy,NJ,Warren,40.8696,-74.8497
4379119,Amarillo,TX,Randall,35.0642,-101.9743
4972088,Fairfield Bay,AR,Van Buren,35.6027,-92.2742
4452049,Garnavillo,IA,Clayton,42.8762,-91.2156
3913478,Verona,NY,Oneida,43.1473,-75.5724
456051,New Britain,CT,Hartford,41.6667,-72.7722
5212841,Huletts Landing,NY,Washington,43.6392,-73.5071
4431803,Buena Vista,GA,Marion,32.2542,-84.4898
425826,Craftsbury,VT,Orleans,44.6434,-72.366
4189438,Valmy,NV,Humboldt,40.7927,-117.1268
4177442,Garwood,TX,Colorado,29.476,-96.4919
3681643,Mesa,CO,Mesa,39.1612,-108.1044
4472616,Berryville,AR,Carroll,36.3519,-93.5587
3738231,Henry,TN,Henry,36.2039,-88.4198
4355433,Minneapolis,MN,Anoka,45.1643,-93.3193
4427455,Greensboro,NC,Guilford,36.1824,-79.806
3954872,Siren,WI,Burnett,45.7821,-92.3892
4077025,Houston,TX,Harris,29.6889,-95.4341
4436547,Gulf Shores,AL,Baldwin,30.246,-87.7008
4378219,San Antonio,TX,Bexar,29.4492,-98.3446
4513655,Hogansburg,NY,Franklin,44.9825,-74.6626
4429645,Gray Court,SC,Laurens,34.5953,-82.1147
3674182,Tulsa,OK,Tulsa,36.154,-95.9928
3975566,Marietta,TX,Cass,33.1735,-94.5424
3675708,Tyler,TX,Smith,32.419,-95.2106
4120164,Sterling,VA,Loudoun,39.023,-77.3994
4114485,Lima,NY,Livingston,42.9012,-77.6083
4456382,Swanville,MN,Morrison,45.9431,-94.6289
3956562,Moorhead,MN,Clay,46.8739,-96.7695
3814231,Buffalo,NY,Erie,42.7684,-78.8871
4445768,Newport,OH,Washington,39.3971,-81.2402
4066250,Lenexa,KS,Johnson,38.9536,-94.7336
4070631,Cameron,LA,Cameron,29.7911,-93.438
4053968,Wonewoc,WI,Juneau,43.6285,-90.2394
4310272,New York,NY,New York,40.7808,-73.9772
3777492,Katy,TX,Harris,29.7858,-95.8244
3873085,Yukon,OK,Canadian,35.4895,-97.75
3735136,Rockford,AL,Coosa,32.878,-86.24
4362934,Equality,IL,Gallatin,37.7278,-88.3445
4795101,San Jose,CA,Santa Clara,37.3894,-121.8868
4520687,Scotland,MD,St. Mary's,38.0828,-76.3477
4233174,Miami,FL,Miami-Dade,25.7628,-80.3611
3983660,Parma,ID,Canyon,43.7896,-116.9401
4552335,South English,IA,Keokuk,41.4529,-92.068
4655577,Maple Plain,MN,Hennepin,45.0159,-93.4719
4493526,Independence,CA,Inyo,36.8396,-118.2048
4692172,San Diego,CA,San Diego,32.7153,-117.1573
4639631,Centreville,MS,Wilkinson,31.0893,-91.096
4343212,Columbus,OH,Franklin,39.9874,-83.0456
4313305,Beaver Falls,NY,Lewis,43.887,-75.4274
4565108,Jefferson City,MO,Cole,38.5767,-92.1735
3930306,Atlanta,GA,Fulton,33.786,-84.3514
3830321,Atlanta,GA,Fulton,33.749,-84.388
4260019,Des Plaines,IL,Cook,42.0243,-87.9071
4648158,Manchester,MI,Washtenaw,42.1555,-84.0332
4361364,Streator,IL,La Salle,41.1225,-88.8307
4487513,Arroyo Hondo,NM,Taos,36.5796,-105.6873
4691752,Mira Loma,CA,Riverside,33.9938,-117.5236
3968120,Omaha,NE,Douglas,41.2586,-95.9378
3996796,Waimea,HI,Kauai,21.9685,-159.6694
4186402,Kingman,AZ,Mohave,35.2632,-114.0637
4194603,Oakland,CA,Alameda,37.7402,-122.171
4146076,Windfall,IN,Tipton,40.3669,-85.9476
4283873,Wallace,ID,Shoshone,47.4908,-115.962
4052659,Winfield,IA,Henry,41.1257,-91.4379
4068378,Johnson,NE,Nemaha,40.4016,-95.9883
3674364,Rose,OK,Mayes,36.1951,-94.9643
3830511,Baldwin,GA,Banks,34.4574,-83.476
4359840,Hamilton,MT,Ravalli,46.2395,-114.1679
4476599,Gatesville,TX,Coryell,31.4706,-97.7347
4115470,Ohiopyle,PA,Fayette,39.8507,-79.523
5050651,La Porte City,IA,Black Hawk,42.3416,-92.1862
4348616,Chesaning,MI,Saginaw,43.1824,-84.1122
504078,South Freeport,ME,Cumberland,43.8208,-70.1208
3673048,Hydro,OK,Caddo,35.452,-98.5604
3648747,Munger,MI,Bay,43.5286,-83.7672
4216040,Hilliards,PA,Butler,41.1009,-79.8215
3985618,Mammoth,AZ,Pinal,32.7239,-110.644
446538,New Haven,CT,New Haven,41.3657,-72.9275
4549009,Kalamazoo,MI,Kalamazoo,42.2809,-85.6863
4011239,Brooklyn,NY,Kings,40.6497,-73.8824
4913685,Sackets Harbor,NY,Jefferson,43.9398,-76.105
446013,Burlington,CT,Hartford,41.7573,-72.9444
4189105,Las Vegas,NV,Clark,36.086,-115.1471
4597204,Portland,OR,Multnomah,45.5181,-122.6745
424481,Sebec,ME,Piscataquis,45.2465,-69.1021
473040,East Candia,NH,Rockingham,43.0481,-71.2487
5221224,Baltimore,MD,Baltimore (city),39.2876,-76.5568
3919962,Magnolia,DE,Kent,39.0735,-75.5083
3750111,Grimes,IA,Polk,41.7018,-93.7821
4024927,Cass,WV,Pocahontas,38.388,-79.9906
4370664,Sulphur,LA,Calcasieu,30.2642,-93.3265
4243040,Marysville,OH,Union,40.2477,-83.3622
4474852,Macomb,OK,Pottawatomie,35.1205,-97.034
3930261,Lagrange,GA,Troup,33.0457,-85.049
3918925,Furlong,PA,Bucks,40.2945,-75.0649
4529861,North Augusta,SC,Aiken,33.5018,-81.9651
4299169,Ritzville,WA,Adams,47.1315,-118.3958
4051401,Carroll,IA,Carroll,42.072,-94.8667
4377384,Conroe,TX,Montgomery,30.2257,-95.4924
4718216,Beaver Meadows,PA,Carbon,40.9281,-75.9146
4098009,Bellevue,WA,King,47.6104,-122.2007
3938560,Elmwood,TN,Smith,36.2355,-85.8808
442812,Carolina,RI,Washington,41.4691,-71.6751
446533,New Haven,CT,New Haven,41.3082,-72.9282
4432521,Pensacola,FL,Escambia,30.4213,-87.2169
4210256,New York,NY,New York,40.7143,-74.006
4449793,Trout Lake,MI,Chippewa,46.1936,-85.019
4615664,Mammoth,PA,Westmoreland,40.3108,-79.6172
3631798,Wray,GA,Irwin,31.5952,-83.1075
5412504,Annandale On Hudson,NY,Dutchess,42.0354,-73.9092
4215344,Jefferson,PA,Greene,39.9334,-80.0503
4738873,Tishomingo,MS,Tishomingo,34.6478,-88.2194
4638833,Burnsville,MS,Tishomingo,34.8579,-88.307
4065714,Nixa,MO,Christian,37.0512,-93.2972
4521776,New Windsor,MD,Carroll,39.5162,-77.1034
3967437,Downs,KS,Osborne,39.5028,-98.5441
3649623,Chase,MI,Lake,43.8892,-85.6356
3930228,Hampton,GA,Henry,33.4124,-84.2947
6223457,Virginia Beach,VA,Virginia Beach (city),36.6224,-76.0249
4032856,Orlando,FL,Orange,28.5484,-81.4201
4762237,Coulterville,IL,Randolph,38.1753,-89.6479
4655348,Maple Plain,MN,Hennepin,45.0072,-93.6558
5065062,Mount Sterling,MO,Gasconade,38.4956,-91.6515
386418,Derby,CT,New Haven,41.3229,-73.08
422877,Slocum,RI,Washington,41.5289,-71.5299
4817872,Shamokin,PA,Northumberland,40.789,-76.5588
4043013,Croton,OH,Licking,40.2376,-82.6989
4965630,Chestnutridge,MO,Christian,36.8359,-93.2291
5119131,Philadelphia,PA,Philadelphia,39.9845,-75.2282
4511969,Southampton,NY,Suffolk,40.8843,-72.3895
4233850,Lake Alfred,FL,Polk,28.0895,-81.7271
3858620,Amidon,ND,Slope,46.456,-103.2647
4275658,Joinerville,TX,Rusk,32.1959,-94.9065
5799801,Juneau,AK,Juneau City and Borough,58.3628,-134.5294
4121071,Glyndon,MD,Baltimore,39.477,-76.815
4214467,Henrietta,NY,Monroe,43.0483,-77.6122
5047280,Taylorsville,IN,Bartholomew,39.2953,-85.9498
3916848,Lamar,PA,Clinton,41.0162,-77.5311
4529074,Liberty Hill,SC,Kershaw,34.457,-80.7892
3958734,Donnybrook,ND,Ward,48.49,-101.896
4036266,Lineville,AL,Clay,33.3286,-85.7346
4372103,Mabelvale,AR,Pulaski,34.6478,-92.3849
3718458,Shohola,PA,Pike,41.4182,-74.918
4438858,Nettleton,MS,Itawamba,34.0821,-88.6052
4211545,Glen Head,NY,Nassau,40.8281,-73.6076
4246825,Fort Wayne,IN,Allen,41.1465,-85.1232
4472712,Bentonville,AR,Benton,36.3577,-94.2224
4013813,Nineveh,NY,Broome,42.1625,-75.5484
4046310,Demotte,IN,Jasper,41.1713,-87.2491
387871,Sparta,NJ,Sussex,41.0277,-74.6407
4073848,Laverne,OK,Harper,36.7062,-99.8918
4154307,Green Bay,WI,Brown,44.4601,-88.0074
454648,Jonesboro,ME,Washington,44.6582,-67.5777
4012158,Selkirk,NY,Albany,42.5486,-73.8129
417848,Lafayette,NJ,Sussex,41.0761,-74.6912
4411701,Amityville,NY,Suffolk,40.6842,-73.4171
3885718,Tucson,AZ,Pima,32.3112,-110.9179
4284002,Altonah,UT,Duchesne,40.3207,-110.436
4267432,Clay Center,KS,Clay,39.3844,-97.1278
4228551,La Grange,NC,Lenoir,35.3054,-77.7686
4128370,Pinehurst,NC,Moore,35.2162,-79.4524
415732,Bomoseen,VT,Rutland,43.6437,-73.2094
3813501,Utica,NY,Oneida,43.0871,-75.2315
427829,Buttzville,NJ,Warren,40.8434,-74.9859
4328667,Rhodhiss,NC,Caldwell,35.7772,-81.4302
3979227,Crowell,TX,Foard,33.9912,-99.6983
4210281,New York,NY,New York,40.7146,-74.015
4313107,Maple View,NY,Oswego,43.4578,-76.1534
3911783,Seaford,NY,Nassau,40.6795,-73.491
4648615,Breckenridge,MI,Gratiot,43.3935,-84.5023
3889041,Pahrump,NV,Nye,36.2083,-115.9839
4212561,New Paltz,NY,Ulster,41.7464,-74.1092
4218052,Whitehall,PA,Lehigh,40.6567,-75.5041
4189116,Las Vegas,NV,Clark,36.175,-115.1372
4873154,Oklahoma City,OK,Oklahoma,35.5238,-97.5255
4717701,Williamsport,PA,Lycoming,41.2412,-77.0011
4148821,Dimondale,MI,Eaton,42.6501,-84.6486
4279407,Lubbock,TX,Lubbock,33.5684,-101.9423
4349270,Petersburg,MI,Monroe,41.8757,-83.6877
4790608,Whittier,CA,Los Angeles,33.9792,-118.0328
4733487,Boca Raton,FL,Palm Beach,26.4116,-80.0928
3929164,Wagener,SC,Aiken,33.6494,-81.3995
4770782,Tunica,LA,West Feliciana,30.9601,-91.5396
4749833,Little Lake,MI,Marquette,46.2888,-87.3418
4471303,Alexandria,LA,Rapides,31.3048,-92.5089
3844826,Collins,OH,Huron,41.245,-82.4904
3883542,Lucile,ID,Idaho,45.557,-116.2669
4349315,Byron Center,MI,Kent,42.8016,-85.7136
5013459,Sharon Springs,NY,Schoharie,42.7634,-74.5919
4054828,Couderay,WI,Sawyer,45.838,-91.2918
3775711,Tyler,TX,Smith,32.3513,-95.3011
4259223,Fort Peck,MT,Valley,48.0196,-106.447
3760519,Eola,IL,DuPage,41.7775,-88.2428
5398535,Copalis Beach,WA,Grays Harbor,47.1126,-124.1738
4635406,Tuscaloosa,AL,Tuscaloosa,33.2722,-87.536
3979999,El Paso,TX,El Paso,31.6948,-106.3
3848731,Elkton,MI,Huron,43.8344,-83.1786
3625564,Sod,WV,Lincoln,38.2559,-81.891
3977236,Houston,TX,Harris,29.834,-95.4342
5023431,Smithfield,VA,Isle of Wight,36.8989,-76.6877
3978709,Austin,TX,Travis,30.3264,-97.7713
4648853,Maple Rapids,MI,Clinton,43.0992,-84.6898
3948238,Detroit,MI,Wayne,42.3959,-83.1411
3948232,Detroit,MI,Wayne,42.3314,-83.0458
4482084,Tie Siding,WY,Albany,41.0528,-105.4462
3763462,Perry,MO,Ralls,39.4207,-91.6641
4496145,Tahoe City,CA,Placer,39.1806,-120.1445
4943077,Unionville Center,OH,Union,40.1367,-83.3408
6170082,Pointe A La Hache,LA,Plaquemines Parish,29.542,-89.7512
418012,Blackwood,NJ,Camden,39.7901,-75.0367
3948412,Attica,MI,Lapeer,43.0547,-83.1668
4294704,Berkeley,CA,Alameda,37.8664,-122.257
4545251,Cincinnati,OH,Hamilton,39.2672,-84.5993
4745766,New Marshfield,OH,Athens,39.3228,-82.2594
4244287,West Salem,OH,Wayne,40.9485,-82.1066
4625239,Cottageville,WV,Jackson,38.8633,-81.8186
3718917,Dublin,PA,Bucks,40.375,-75.2045
4572201,Little Rock,AR,Pulaski,34.7483,-92.2819
4661063,Pecatonica,IL,Winnebago,42.3051,-89.3472
4054888,Trego,WI,Washburn,45.9516,-91.8581
5720507,Washington,DC,District of Columbia,38.8933,-77.0146
3852772,Tipton,IA,Cedar,41.7563,-91.1362
4356369,Rockville,MN,Stearns,45.4719,-94.3408
3960136,Gilberts,IL,Kane,42.0984,-88.3691
3845385,Xenia,OH,Greene,39.6842,-83.9369
4078951,Oakland,TX,Colorado,29.6016,-96.83
4077538,Devers,TX,Liberty,29.9978,-94.5746
4546219,Indianapolis,IN,Marion,39.7821,-86.0495
4333871,Sebring,FL,Highlands,27.4858,-81.4079
5019733,Saint Georges,DE,New Castle,39.5555,-75.6505
4185550,San Carlos,AZ,Gila,33.3456,-110.455
4449743,Hawks,MI,Presque Isle,45.2975,-83.8542
4727852,Macclesfield,NC,Edgecombe,35.751,-77.6706
4045886,Scott,OH,Van Wert,40.9892,-84.5845
3848873,Pewamo,MI,Ionia,43.0007,-84.8492
4154311,Green Bay,WI,Brown,44.4914,-87.9267
4514739,Friendship,NY,Allegany,42.1907,-78.1359
3738070,Tigrett,TN,Dyer,35.942,-89.2434
444250,Lisbon,ME,Androscoggin,44.0255,-70.1139
